timestamp,symbol,open,high,low,close,volume
2025-08-04T21:00:00+00:00,BTC,114770.0,115250.0,114769.0,115071.0,790.85405
2025-08-04T22:00:00+00:00,BTC,115077.0,115323.0,115060.0,115323.0,640.88112
2025-08-04T23:00:00+00:00,BTC,115323.0,115350.0,115019.0,115026.0,758.21555
2025-08-05T00:00:00+00:00,BTC,115027.0,115105.0,114825.0,114870.0,897.96029
2025-08-05T01:00:00+00:00,BTC,114870.0,115039.0,114672.0,114684.0,397.91915
2025-08-05T02:00:00+00:00,BTC,114685.0,114826.0,114585.0,114700.0,685.41554
2025-08-05T03:00:00+00:00,BTC,114700.0,114726.0,114248.0,114248.0,1169.35883
2025-08-05T04:00:00+00:00,BTC,114249.0,114400.0,114157.0,114329.0,374.27076
2025-08-05T05:00:00+00:00,BTC,114329.0,114485.0,114232.0,114409.0,521.36209
2025-08-05T06:00:00+00:00,BTC,114409.0,114520.0,114089.0,114175.0,433.31043
2025-08-05T07:00:00+00:00,BTC,114175.0,114391.0,113671.0,113955.0,1414.49655
2025-08-05T08:00:00+00:00,BTC,113955.0,114513.0,113890.0,114261.0,543.76476
2025-08-05T09:00:00+00:00,BTC,114261.0,114781.0,114260.0,114660.0,587.33322
2025-08-05T10:00:00+00:00,BTC,114663.0,115077.0,114556.0,114800.0,642.68012
2025-08-05T11:00:00+00:00,BTC,114800.0,114950.0,114706.0,114784.0,352.02947
2025-08-05T12:00:00+00:00,BTC,114784.0,114864.0,113365.0,113880.0,4430.65412
2025-08-05T13:00:00+00:00,BTC,113880.0,114525.0,113812.0,114321.0,1571.75739
2025-08-05T14:00:00+00:00,BTC,114316.0,114340.0,112563.0,112970.0,5813.32106
2025-08-05T15:00:00+00:00,BTC,112969.0,113204.0,112628.0,112873.0,2590.76797
2025-08-05T16:00:00+00:00,BTC,112871.0,113324.0,112741.0,113121.0,1729.15765
2025-08-05T17:00:00+00:00,BTC,113122.0,113604.0,113036.0,113585.0,1581.68949
2025-08-05T18:00:00+00:00,BTC,113586.0,113607.0,113192.0,113589.0,580.36975
2025-08-05T19:00:00+00:00,BTC,113589.0,113715.0,113330.0,113567.0,771.4969
2025-08-05T20:00:00+00:00,BTC,113567.0,113928.0,113400.0,113626.0,1418.77894
2025-08-05T21:00:00+00:00,BTC,113626.0,113811.0,113513.0,113523.0,692.8873
2025-08-05T22:00:00+00:00,BTC,113524.0,113917.0,113185.0,113896.0,978.65819
2025-08-05T23:00:00+00:00,BTC,113896.0,114160.0,113857.0,114068.0,948.57823
