timestamp,symbol,open,high,low,close,volume
2025-09-16T13:15:00+00:00,SOL,234.86,235.44,234.76,235.32,12043.1
2025-09-16T13:20:00+00:00,SOL,235.38,235.59,235.23,235.48,5627.5
2025-09-16T13:25:00+00:00,SOL,235.48,235.85,235.34,235.67,70501.08
2025-09-16T13:30:00+00:00,SOL,235.68,235.71,235.01,235.05,45406.85
2025-09-16T13:35:00+00:00,SOL,235.01,235.18,234.1,234.1,55573.36
2025-09-16T13:40:00+00:00,SOL,234.32,234.34,233.42,233.49,76835.44
2025-09-16T13:45:00+00:00,SOL,233.5,233.5,231.63,232.39,114382.26
2025-09-16T13:50:00+00:00,SOL,232.37,232.54,231.6,232.48,93240.64
2025-09-16T13:55:00+00:00,SOL,232.47,233.24,232.35,233.24,40135.18
2025-09-16T14:00:00+00:00,SOL,233.24,233.24,232.26,232.65,23046.69
2025-09-16T14:05:00+00:00,SOL,232.64,232.72,231.69,232.15,28675.13
2025-09-16T14:10:00+00:00,SOL,232.13,232.28,231.47,232.0,29188.94
2025-09-16T14:15:00+00:00,SOL,231.99,232.85,231.98,232.13,25507.7
2025-09-16T14:20:00+00:00,SOL,232.13,232.61,231.88,232.61,12742.48
2025-09-16T14:25:00+00:00,SOL,232.6,232.78,232.41,232.66,9976.61
2025-09-16T14:30:00+00:00,SOL,232.66,232.78,232.23,232.37,18963.04
2025-09-16T14:35:00+00:00,SOL,232.39,233.46,232.39,232.86,19109.68
2025-09-16T14:40:00+00:00,SOL,232.86,233.53,232.85,233.27,30423.67
2025-09-16T14:45:00+00:00,SOL,233.27,234.19,233.26,233.89,80557.69
2025-09-16T14:50:00+00:00,SOL,233.89,234.55,233.89,234.22,71964.31
2025-09-16T14:55:00+00:00,SOL,234.22,234.56,234.17,234.32,46983.22
2025-09-16T15:00:00+00:00,SOL,234.32,234.5,233.3,233.51,41639.17
2025-09-16T15:05:00+00:00,SOL,233.51,234.33,233.42,234.23,40324.36
2025-09-16T15:10:00+00:00,SOL,234.24,235.11,234.01,234.62,29909.21
2025-09-16T15:15:00+00:00,SOL,234.65,235.19,234.37,235.14,17428.93
2025-09-16T15:20:00+00:00,SOL,235.14,235.72,235.06,235.42,49711.73
2025-09-16T15:25:00+00:00,SOL,235.42,235.72,234.87,234.97,29714.36
2025-09-16T15:30:00+00:00,SOL,235.0,235.23,234.76,234.94,15253.93
2025-09-16T15:35:00+00:00,SOL,234.95,235.48,234.87,235.48,7040.19
2025-09-16T15:40:00+00:00,SOL,235.48,236.37,235.48,236.35,59600.0
2025-09-16T15:45:00+00:00,SOL,236.36,236.62,235.95,236.59,124003.54
2025-09-16T15:50:00+00:00,SOL,236.59,236.98,236.24,236.9,45390.72
2025-09-16T15:55:00+00:00,SOL,236.91,238.28,236.9,237.99,61228.61
