timestamp,symbol,open,high,low,close,volume
2025-08-04T21:00:00+00:00,SOL,167.22,168.71,167.2,168.45,127362.57
2025-08-04T22:00:00+00:00,SOL,168.45,169.84,168.21,169.46,170333.75
2025-08-04T23:00:00+00:00,SOL,169.46,169.76,168.93,169.56,265429.97
2025-08-05T00:00:00+00:00,SOL,169.57,169.76,168.55,169.27,173373.94
2025-08-05T01:00:00+00:00,SOL,169.26,170.0,168.14,168.17,84864.68
2025-08-05T02:00:00+00:00,SOL,168.18,169.42,167.95,169.41,46887.18
2025-08-05T03:00:00+00:00,SOL,169.4,169.41,167.56,167.88,59971.54
2025-08-05T04:00:00+00:00,SOL,167.87,168.48,167.16,167.5,72520.92
2025-08-05T05:00:00+00:00,SOL,167.46,168.54,167.4,168.4,55677.76
2025-08-05T06:00:00+00:00,SOL,168.4,169.26,167.29,167.66,68982.11
2025-08-05T07:00:00+00:00,SOL,167.65,168.5,165.74,166.22,133744.39
2025-08-05T08:00:00+00:00,SOL,166.16,167.19,165.65,166.8,103418.07
2025-08-05T09:00:00+00:00,SOL,166.79,169.37,166.72,168.84,76264.5
2025-08-05T10:00:00+00:00,SOL,168.84,171.72,168.38,171.02,152468.11
2025-08-05T11:00:00+00:00,SOL,171.01,171.62,170.55,170.88,83896.09
2025-08-05T12:00:00+00:00,SOL,170.85,171.05,166.73,167.25,317609.38
2025-08-05T13:00:00+00:00,SOL,167.21,168.12,166.62,167.82,125109.55
2025-08-05T14:00:00+00:00,SOL,167.71,167.76,163.55,164.25,639274.89
2025-08-05T15:00:00+00:00,SOL,164.25,165.26,163.01,163.7,343766.94
2025-08-05T16:00:00+00:00,SOL,163.68,164.63,162.73,163.78,163392.73
2025-08-05T17:00:00+00:00,SOL,163.79,164.88,163.33,164.75,78076.92
2025-08-05T18:00:00+00:00,SOL,164.75,164.9,162.96,163.96,103822.52
2025-08-05T19:00:00+00:00,SOL,163.95,164.46,162.19,162.71,96244.58
2025-08-05T20:00:00+00:00,SOL,162.7,163.63,162.31,162.55,113509.75
2025-08-05T21:00:00+00:00,SOL,162.55,163.37,161.55,162.31,159452.53
2025-08-05T22:00:00+00:00,SOL,162.29,163.79,161.22,163.78,183928.46
2025-08-05T23:00:00+00:00,SOL,163.77,164.46,163.48,164.01,161321.01
2025-08-06T00:00:00+00:00,SOL,164.03,164.07,162.44,162.66,102857.64
2025-08-06T01:00:00+00:00,SOL,162.64,163.04,161.61,162.8,81171.26
2025-08-06T02:00:00+00:00,SOL,162.78,163.22,161.82,162.61,33410.4
2025-08-06T03:00:00+00:00,SOL,162.64,162.71,161.09,161.78,90646.24
2025-08-06T04:00:00+00:00,SOL,161.77,162.5,161.19,162.38,119951.29
2025-08-06T05:00:00+00:00,SOL,162.37,164.76,162.07,164.19,170095.84
2025-08-06T06:00:00+00:00,SOL,164.21,164.24,163.33,163.83,70490.23
2025-08-06T07:00:00+00:00,SOL,163.85,164.56,163.56,164.16,19342.16
2025-08-06T08:00:00+00:00,SOL,164.16,164.44,162.68,163.25,61853.81
2025-08-06T09:00:00+00:00,SOL,163.23,164.46,162.89,163.92,62594.2
2025-08-06T10:00:00+00:00,SOL,163.92,164.11,162.83,163.57,31859.1
2025-08-06T11:00:00+00:00,SOL,163.57,164.56,163.17,164.12,55747.7
2025-08-06T12:00:00+00:00,SOL,164.12,164.63,162.58,163.21,143172.78
2025-08-06T13:00:00+00:00,SOL,163.24,164.6,163.03,164.22,471916.14
2025-08-06T14:00:00+00:00,SOL,164.22,167.97,163.88,167.86,609944.15
2025-08-06T15:00:00+00:00,SOL,167.85,169.37,167.19,169.08,429335.2
2025-08-06T16:00:00+00:00,SOL,169.03,169.42,167.27,167.76,267811.48
2025-08-06T17:00:00+00:00,SOL,167.73,169.12,167.16,169.09,103119.56
2025-08-06T18:00:00+00:00,SOL,169.09,169.93,168.34,168.45,340861.16
2025-08-06T19:00:00+00:00,SOL,168.47,169.09,167.93,168.82,446436.32
2025-08-06T20:00:00+00:00,SOL,168.82,168.88,167.68,167.97,161128.43
2025-08-06T21:00:00+00:00,SOL,167.91,168.5,167.23,167.96,83554.04
2025-08-06T22:00:00+00:00,SOL,168.0,168.47,167.78,168.33,45578.98
2025-08-06T23:00:00+00:00,SOL,168.34,168.37,167.85,168.04,22365.29
2025-08-07T00:00:00+00:00,SOL,168.03,168.33,167.48,167.79,29338.44
2025-08-07T01:00:00+00:00,SOL,167.87,168.93,167.6,167.81,139398.16
2025-08-07T02:00:00+00:00,SOL,167.78,167.95,166.71,167.0,95387.38
2025-08-07T03:00:00+00:00,SOL,166.99,167.37,166.6,166.82,40787.79
2025-08-07T04:00:00+00:00,SOL,166.82,167.51,166.68,167.07,31231.45
2025-08-07T05:00:00+00:00,SOL,167.07,168.68,166.82,168.67,65280.37
2025-08-07T06:00:00+00:00,SOL,168.68,169.68,168.51,169.09,112935.03
2025-08-07T07:00:00+00:00,SOL,169.11,170.28,169.11,169.94,85023.33
2025-08-07T08:00:00+00:00,SOL,169.95,170.48,169.19,169.3,71068.61
2025-08-07T09:00:00+00:00,SOL,169.31,169.7,169.01,169.66,58909.94
2025-08-07T10:00:00+00:00,SOL,169.6,173.31,169.36,173.1,416179.76
2025-08-07T11:00:00+00:00,SOL,173.11,173.43,172.52,172.75,344451.08
2025-08-07T12:00:00+00:00,SOL,172.76,173.09,171.44,172.32,245546.41
2025-08-07T13:00:00+00:00,SOL,172.35,172.55,171.17,171.58,485113.8
2025-08-07T14:00:00+00:00,SOL,171.57,171.66,169.82,170.16,221596.77
2025-08-07T15:00:00+00:00,SOL,170.2,170.74,169.62,170.39,117633.14
2025-08-07T16:00:00+00:00,SOL,170.36,170.51,166.93,168.19,321585.12
2025-08-07T17:00:00+00:00,SOL,168.14,169.46,167.88,169.34,257788.85
2025-08-07T18:00:00+00:00,SOL,169.34,169.85,168.68,169.76,107777.51
2025-08-07T19:00:00+00:00,SOL,169.77,171.85,169.72,171.7,181098.47
2025-08-07T20:00:00+00:00,SOL,171.71,173.1,171.46,172.85,268742.1
2025-08-07T21:00:00+00:00,SOL,172.9,174.21,172.45,173.59,226629.61
2025-08-07T22:00:00+00:00,SOL,173.5,175.14,173.5,175.04,198933.53
2025-08-07T23:00:00+00:00,SOL,175.05,175.47,174.32,175.31,156982.75
2025-08-08T00:00:00+00:00,SOL,175.31,175.47,173.54,174.22,220901.03
2025-08-08T01:00:00+00:00,SOL,174.22,174.76,173.41,174.46,122178.26
2025-08-08T02:00:00+00:00,SOL,174.46,175.19,173.77,174.69,62534.83
2025-08-08T03:00:00+00:00,SOL,174.77,175.85,174.43,174.66,93879.37
2025-08-08T04:00:00+00:00,SOL,174.66,175.1,173.84,174.34,169980.22
2025-08-08T05:00:00+00:00,SOL,174.33,174.7,174.03,174.17,135762.97
2025-08-08T06:00:00+00:00,SOL,174.15,175.09,173.82,175.02,74826.96
2025-08-08T07:00:00+00:00,SOL,175.09,177.77,174.29,177.08,207650.08
2025-08-08T08:00:00+00:00,SOL,177.08,177.72,174.84,175.32,272856.36
2025-08-08T09:00:00+00:00,SOL,175.3,176.08,174.94,175.99,118512.69
2025-08-08T10:00:00+00:00,SOL,176.0,176.98,175.68,176.61,138803.94
2025-08-08T11:00:00+00:00,SOL,176.61,177.9,176.53,177.62,93328.4
2025-08-08T12:00:00+00:00,SOL,177.61,177.61,176.07,176.38,258721.88
2025-08-08T13:00:00+00:00,SOL,176.38,178.68,175.4,178.54,282632.29
2025-08-08T14:00:00+00:00,SOL,178.53,178.99,175.33,176.39,355138.44
2025-08-08T15:00:00+00:00,SOL,176.41,176.6,174.1,175.15,170389.47
2025-08-08T16:00:00+00:00,SOL,175.15,176.24,175.14,175.81,127998.9
2025-08-08T17:00:00+00:00,SOL,175.81,179.35,175.5,179.33,302616.27
2025-08-08T18:00:00+00:00,SOL,179.36,179.63,177.09,177.43,731212.77
2025-08-08T19:00:00+00:00,SOL,177.46,178.42,177.27,178.41,219622.21
2025-08-08T20:00:00+00:00,SOL,178.41,178.65,177.15,178.17,292380.07
2025-08-08T21:00:00+00:00,SOL,178.17,178.58,177.29,177.5,418585.31
2025-08-08T22:00:00+00:00,SOL,177.51,177.95,176.98,177.53,41658.57
2025-08-08T23:00:00+00:00,SOL,177.52,177.82,176.51,176.69,42832.23
2025-08-09T00:00:00+00:00,SOL,176.69,177.11,176.53,176.85,20551.12
2025-08-09T01:00:00+00:00,SOL,176.84,178.96,176.6,178.63,256712.53
2025-08-09T02:00:00+00:00,SOL,178.59,178.6,177.53,177.56,43549.34
2025-08-09T03:00:00+00:00,SOL,177.57,177.71,177.04,177.23,54555.91
2025-08-09T04:00:00+00:00,SOL,177.24,178.78,177.0,178.62,71516.84
2025-08-09T05:00:00+00:00,SOL,178.61,182.14,178.24,180.88,393064.23
2025-08-09T06:00:00+00:00,SOL,180.87,180.91,179.34,179.66,207427.1
2025-08-09T07:00:00+00:00,SOL,179.65,180.75,179.49,180.65,62754.84
2025-08-09T08:00:00+00:00,SOL,180.64,181.74,180.52,181.43,95189.68
2025-08-09T09:00:00+00:00,SOL,181.42,182.75,181.14,182.32,124846.54
2025-08-09T10:00:00+00:00,SOL,182.31,183.36,181.82,181.91,137538.14
2025-08-09T11:00:00+00:00,SOL,181.9,182.04,180.67,180.81,102658.44
2025-08-09T12:00:00+00:00,SOL,180.81,182.21,180.35,182.2,119518.77
